"","Player","Class","Pos","School","G","MP","TRB","AST","STL","BLK","TOV","PF","PTS","FG.","X2P.","X3P.","FT.","PPG","RPG","APG","SPG","BPG","PER","WS","BPM","Year"
"903","Cole Aldrich","JR","C","Kansas","36","963","354","31","27","125","56","92","406","0.562","0.562","0","0.679","11.3","9.8","0.9","0.8","3.5","27.9","5.9","0",2010
"904","James Anderson","JR","G","Oklahoma State","33","1124","192","80","46","20","78","88","735","0.457","0.549","0.341","0.81","22.3","5.8","2.4","1.4","0.6","29.2","6.9","0",2010
"905","Ryan Anderson","SR","G","Nebraska","31","865","164","68","53","6","58","79","351","0.453","0.477","0.429","0.75","11.3","5.3","2.2","1.7","0.2","21","3.5","0",2010
"906","Avery Bradley","FR","G","Texas","34","1003","98","71","44","18","52","80","396","0.432","0.457","0.375","0.545","11.6","2.9","2.1","1.3","0.5","14.9","3.2","0",2010
"907","Alec Burks","FR","G","Colorado","30","907","150","53","35","12","58","74","512","0.538","0.575","0.352","0.772","17.1","5","1.8","1.2","0.4","25.8","4.2","0",2010
"908","Xavier Henry","FR","G","Kansas","36","990","157","53","54","18","69","66","483","0.458","0.492","0.418","0.783","13.4","4.4","1.5","1.5","0.5","21.5","4.9","0",2010
"909","Khris Middleton","FR","F","Texas A&M","34","710","125","37","29","10","41","80","245","0.416","0.523","0.324","0.75","7.2","3.7","1.1","0.9","0.3","16.2","2.6","0",2010
"910","Marcus Morris","SO","F","Kansas","36","889","220","37","34","12","48","94","459","0.57","0.593","0.375","0.66","12.8","6.1","1","0.9","0.3","25.4","5.3","0",2010
"911","Markieff Morris","SO","C","Kansas","36","632","191","39","16","35","51","92","243","0.566","0.571","0.526","0.622","6.8","5.3","1.1","0.4","1","20.9","3.1","0",2010
"912","Thomas Robinson","FR","F","Kansas","33","236","88","9","7","18","26","43","83","0.485","0.485","0","0.395","2.5","2.7","0.3","0.2","0.5","16.2","0.7","0",2010
"913","Ekpe Udoh","JR","C","Baylor","36","1264","351","97","29","133","87","87","500","0.49","0.505","0.269","0.685","13.9","9.8","2.7","0.8","3.7","24.9","6.1","0",2010
"914","Jimmy Butler","JR","G","Marquette","34","1165","216","68","45","21","39","68","499","0.53","0.534","0.5","0.766","14.7","6.4","2","1.3","0.6","25.5","6.9","0",2010
"915","Greg Monroe","SO","C","Georgetown","34","1164","328","128","42","52","112","87","549","0.525","0.545","0.259","0.66","16.1","9.6","3.8","1.2","1.5","25.2","5.5","0",2010
"916","Lance Stephenson","FR","F","Cincinnati","34","960","182","84","31","6","81","66","419","0.44","0.495","0.219","0.664","12.3","5.4","2.5","0.9","0.2","17.9","2.8","0",2010
"917","Kemba Walker","SO","G","Connecticut","34","1197","145","172","70","15","99","59","497","0.403","0.43","0.339","0.767","14.6","4.3","5.1","2.1","0.4","20.2","4.6","0",2010
"918","Draymond Green","SO","F","Michigan State","37","945","286","112","45","34","62","111","366","0.525","0.55","0.125","0.672","9.9","7.7","3","1.2","0.9","24.9","5.1","0",2010
"919","Jon Leuer","JR","F","Wisconsin","24","691","139","39","13","32","24","50","369","0.522","0.549","0.391","0.72","15.4","5.8","1.6","0.5","1.3","30","4.4","0",2010
"920","E'Twaun Moore","JR","G","Purdue","35","1103","134","93","51","10","73","79","575","0.445","0.488","0.349","0.73","16.4","3.8","2.7","1.5","0.3","21.3","4.7","0",2010
"921","Evan Turner","JR","G","Ohio State","31","1108","284","185","54","28","136","86","632","0.519","0.54","0.364","0.754","20.4","9.2","6","1.7","0.9","30","6.8","0",2010
"922","Hassan Whiteside","FR","C","Marshall","34","889","303","10","19","182","64","82","447","0.524","0.522","0.6","0.588","13.1","8.9","0.3","0.6","5.4","29.1","4.5","0",2010
"923","Elliot Williams","SO","G","Memphis","34","1133","135","128","45","4","100","69","610","0.459","0.527","0.366","0.758","17.9","4","3.8","1.3","0.1","23.6","5.6","0",2010
"924","James Anderson","SO","F","Brigham Young","29","106","28","3","2","5","5","31","34","0.48","0.48","0","0.667","1.2","1","0.1","0.1","0.2","14.2","0.5","0",2010
"925","Kawhi Leonard","FR","F","San Diego State","34","1064","336","65","47","24","77","85","433","0.455","0.523","0.205","0.726","12.7","9.9","1.9","1.4","0.7","23.2","5","0",2010
"926","Landry Fields","SR","G","Stanford","32","1161","280","89","51","25","83","65","704","0.49","0.521","0.337","0.696","22","8.8","2.8","1.6","0.8","28.9","6","0",2010
"927","Solomon Hill","FR","F","Arizona","31","785","136","52","19","4","63","86","207","0.49","0.526","0.222","0.705","6.7","4.4","1.7","0.6","0.1","11.4","1.4","0",2010
"928","Quincy Pondexter","SR","F","Washington","36","1162","265","63","46","21","68","90","695","0.528","0.55","0.353","0.827","19.3","7.4","1.8","1.3","0.6","28.1","7.3","0",2010
"929","Isaiah Thomas","SO","G","Washington","35","1089","137","111","37","3","83","67","593","0.415","0.486","0.327","0.732","16.9","3.9","3.2","1.1","0.1","20.1","4.7","0",2010
"930","Klay Thompson","SO","G","Washington State","31","1096","159","70","44","22","104","75","609","0.412","0.449","0.364","0.801","19.6","5.1","2.3","1.4","0.7","21","3.6","0",2010
"931","Nikola Vucevic","SO","F","Southern California","30","968","283","36","18","39","57","82","321","0.504","0.551","0.222","0.718","10.7","9.4","1.2","0.6","1.3","20.6","4.4","0",2010
"932","Derrick Williams","FR","F","Arizona","31","875","219","22","19","20","60","78","486","0.574","0.594","0.25","0.681","15.7","7.1","0.7","0.6","0.6","25.8","4.3","0",2010
"933","Eric Bledsoe","FR","G","Kentucky","37","1122","114","107","52","12","112","82","419","0.462","0.516","0.383","0.667","11.3","3.1","2.9","1.4","0.3","14.5","3.5","0",2010
"934","DeMarcus Cousins","FR","F","Kentucky","38","893","374","38","37","67","78","122","575","0.558","0.565","0.167","0.604","15.1","9.8","1","1","1.8","34.2","6.5","0",2010
"935","Darius Miller","SO","G","Kentucky","38","804","95","58","22","22","35","72","246","0.4","0.494","0.336","0.795","6.5","2.5","1.5","0.6","0.6","13.8","2.9","0",2010
"936","Chandler Parsons","JR","F","Florida","34","1054","233","88","39","5","67","70","420","0.493","0.572","0.358","0.662","12.4","6.9","2.6","1.1","0.1","21.5","4.7","0",2010
"937","Patrick Patterson","JR","F","Kentucky","38","1255","283","36","27","51","41","61","544","0.575","0.626","0.348","0.692","14.3","7.4","0.9","0.7","1.3","23.8","7","0",2010
"938","John Wall","FR","G","Kentucky","37","1288","159","241","66","19","149","72","616","0.461","0.509","0.325","0.754","16.6","4.3","6.5","1.8","0.5","22.3","6.3","0",2010
"939","Luke Babbitt","SO","F","Nevada","34","1260","303","72","35","27","81","87","743","0.5","0.521","0.416","0.917","21.9","8.9","2.1","1","0.8","27.7","6.7","0",2010
"940","Paul George","SO","F","Fresno State","29","962","210","88","64","24","94","84","487","0.424","0.485","0.353","0.909","16.8","7.2","3","2.2","0.8","24.3","4.2","0",2010
"941","Harrison Barnes","FR","F","North Carolina","37","1087","216","53","27","16","72","72","578","0.421","0.47","0.344","0.75","15.6","5.8","1.4","0.7","0.4","19.4","4.3","7.4",2011
"942","Devin Booker","SO","F","Clemson","34","827","186","24","22","15","53","98","277","0.447","0.475","0.333","0.734","8.1","5.5","0.7","0.6","0.4","14.8","2.6","2.3",2011
"943","Reggie Bullock","FR","G","North Carolina","27","392","76","16","18","3","13","25","166","0.367","0.465","0.296","0.565","6.1","2.8","0.6","0.7","0.1","16.1","1.3","6.1",2011
"944","Joe Harris","FR","G","Virginia","31","910","135","39","27","11","49","69","323","0.418","0.42","0.417","0.759","10.4","4.4","1.3","0.9","0.4","16.7","2.7","5.7",2011
"945","John Henson","SO","F","North Carolina","37","989","374","30","22","118","76","65","433","0.5","0.506","0.167","0.482","11.7","10.1","0.8","0.6","3.2","23.6","4","9.3",2011
"946","Kyrie Irving","FR","G","Duke","11","303","37","47","16","6","27","23","192","0.529","0.569","0.462","0.901","17.5","3.4","4.3","1.5","0.5","32.5","2.4","14.3",2011
"947","Reggie Jackson","JR","G","Boston College","34","1161","146","152","36","18","81","58","618","0.503","0.556","0.42","0.796","18.2","4.3","4.5","1.1","0.5","26.9","5.6","9.1",2011
"948","Ryan Kelly","SO","F","Duke","37","743","138","31","25","51","30","77","245","0.516","0.635","0.319","0.805","6.6","3.7","0.8","0.7","1.4","19","3.4","10.8",2011
"949","Kendall Marshall","FR","G","North Carolina","37","912","77","230","40","3","92","50","230","0.42","0.434","0.385","0.69","6.2","2.1","6.2","1.1","0.1","14.7","2.6","3.5",2011
"950","Mason Plumlee","SO","F","Duke","37","960","313","57","35","62","73","96","265","0.589","0.596","0","0.441","7.2","8.5","1.5","0.9","1.7","18.9","4","10.5",2011
"951","Mike Scott","SR","F","Virginia","10","337","102","16","3","7","24","16","159","0.482","0.477","1","0.881","15.9","10.2","1.6","0.3","0.7","26.5","1.6","4.9",2011
"952","Iman Shumpert","JR","G","Georgia Tech","31","992","183","108","85","6","72","86","537","0.406","0.474","0.278","0.806","17.3","5.9","3.5","2.7","0.2","25.4","4.9","9.8",2011
"953","Kyle Singler","SR","F","Duke","37","1286","253","60","34","12","70","98","625","0.43","0.497","0.321","0.806","16.9","6.8","1.6","0.9","0.3","20","6.1","6.8",2011
"954","Tyler Zeller","JR","F","North Carolina","37","1041","268","23","27","45","50","100","583","0.549","0.549","0","0.759","15.8","7.2","0.6","0.7","1.2","26.6","6.1","9.7",2011
"955","Lavoy Allen","SR","F","Temple","33","1120","283","75","23","61","54","75","382","0.48","0.49","0.294","0.697","11.6","8.6","2.3","0.7","1.8","20.3","4.6","6.6",2011
"956","Andrew Nicholson","JR","F","St. Bonaventure","31","1049","225","32","17","45","99","92","645","0.571","0.589","0.261","0.711","20.8","7.3","1","0.5","1.5","27.1","4.7","2.3",2011
"957","Derrick Williams","FR","F","Richmond","27","121","28","3","3","1","9","22","45","0.52","0.556","0.429","0.762","1.7","1","0.1","0.1","0","18.6","0.6","2.6",2011
"958","Quincy Acy","JR","F","Baylor","31","960","237","28","29","45","65","79","385","0.535","0.539","0","0.685","12.4","7.6","0.9","0.9","1.5","21.8","4.2","5.9",2011
"959","Alec Burks","SO","G","Colorado","38","1193","247","112","41","12","99","89","779","0.469","0.508","0.292","0.825","20.5","6.5","2.9","1.1","0.3","29.4","6.6","7.2",2011
"960","Cory Joseph","FR","G","Texas","36","1166","128","109","37","11","54","65","375","0.422","0.429","0.413","0.699","10.4","3.6","3","1","0.3","15.1","4.4","7.7",2011
"961","Khris Middleton","SO","F","Texas A&M","33","978","172","93","39","2","89","70","473","0.45","0.49","0.361","0.784","14.3","5.2","2.8","1.2","0.1","22.5","4.6","8.8",2011
"962","Marcus Morris","JR","F","Kansas","38","1076","290","62","32","24","67","97","654","0.57","0.62","0.342","0.688","17.2","7.6","1.6","0.8","0.6","29.3","7.2","11.2",2011
"963","Markieff Morris","JR","C","Kansas","38","926","316","53","30","43","78","108","518","0.589","0.625","0.424","0.673","13.6","8.3","1.4","0.8","1.1","29.1","6","12.3",2011
"964","Andre Roberson","FR","F","Colorado","38","847","297","33","51","42","44","112","256","0.58","0.64","0.343","0.553","6.7","7.8","0.9","1.3","1.1","22.8","3.7","9.7",2011
"965","Thomas Robinson","SO","F","Kansas","33","482","212","20","14","22","43","67","251","0.601","0.601","0","0.51","7.6","6.4","0.6","0.4","0.7","27.5","2.8","7.4",2011
"966","Tristan Thompson","FR","F","Texas","36","1104","282","45","34","86","64","100","471","0.546","0.546","0","0.487","13.1","7.8","1.3","0.9","2.4","24.2","5.5","11.1",2011
"967","Jimmy Butler","SR","G","Marquette","37","1282","225","86","53","13","54","49","582","0.49","0.515","0.345","0.783","15.7","6.1","2.3","1.4","0.4","24","6.3","9.4",2011
"968","Jae Crowder","JR","F","Marquette","37","1021","251","58","48","32","30","85","435","0.485","0.555","0.359","0.616","11.8","6.8","1.6","1.3","0.9","24.2","5.1","10.9",2011
"969","Gorgui Dieng","FR","C","Louisville","29","451","128","19","13","56","27","63","164","0.618","0.624","0","0.538","5.7","4.4","0.7","0.4","1.9","24.2","2.2","11.7",2011
"970","Justin Jackson","FR","F","Cincinnati","35","452","88","24","26","18","36","71","89","0.527","0.535","0.333","0.303","2.5","2.5","0.7","0.7","0.5","11.5","1","5.6",2011
"971","Jeremy Lamb","FR","G","Connecticut","41","1140","183","66","35","25","52","64","457","0.487","0.546","0.368","0.797","11.1","4.5","1.6","0.9","0.6","20.4","4.6","8.2",2011
"972","Shabazz Napier","FR","G","Connecticut","41","976","99","124","66","5","75","72","320","0.37","0.419","0.326","0.771","7.8","2.4","3","1.6","0.1","16.8","3.1","7.2",2011
"973","Dion Waiters","FR","G","Syracuse","34","554","53","50","38","4","30","46","223","0.411","0.476","0.329","0.813","6.6","1.6","1.5","1.1","0.1","18.5","2.2","5.6",2011
"974","Kemba Walker","JR","G","Connecticut","41","1543","223","184","77","7","93","56","965","0.428","0.471","0.33","0.819","23.5","5.4","4.5","1.9","0.2","29.9","9.7","12.9",2011
"975","Draymond Green","JR","F","Michigan State","34","1023","294","141","60","38","79","114","428","0.426","0.451","0.366","0.683","12.6","8.6","4.1","1.8","1.1","24.9","4.8","13.6",2011
"976","Meyers Leonard","FR","C","Illinois","33","272","41","5","5","13","26","50","68","0.483","0.491","0","0.706","2.1","1.2","0.2","0.2","0.4","6.3","0.2","-0.9",2011
"977","Jon Leuer","SR","F","Wisconsin","34","1139","246","56","17","30","54","75","621","0.47","0.513","0.37","0.843","18.3","7.2","1.6","0.5","0.9","28.7","6.3","8.3",2011
"978","E'Twaun Moore","SR","G","Purdue","34","1152","175","108","41","18","61","71","612","0.447","0.473","0.4","0.709","18","5.1","3.2","1.2","0.5","23.9","5.9","10.5",2011
"979","Victor Oladipo","FR","G","Indiana","32","576","119","28","34","7","44","69","236","0.547","0.593","0.308","0.612","7.4","3.7","0.9","1.1","0.2","21.5","2.1","6.6",2011
"980","Jared Sullinger","FR","F","Ohio State","37","1172","377","43","37","20","59","90","635","0.541","0.55","0.25","0.704","17.2","10.2","1.2","1","0.5","30.3","8.3","9.1",2011
"981","Norris Cole","SR","G","Cleveland State","36","1285","210","191","80","3","97","87","780","0.439","0.473","0.342","0.853","21.7","5.8","5.3","2.2","0.1","30","8.3","10.7",2011
"982","Shelvin Mack","JR","G","Butler","38","1219","170","131","30","3","93","66","609","0.408","0.462","0.354","0.769","16","4.5","3.4","0.8","0.1","21","5","6.3",2011
"983","James Anderson","JR","F","Brigham Young","31","238","41","6","5","18","7","56","35","0.326","0.326","0","0.269","1.1","1.3","0.2","0.2","0.6","5.1","0.3","0.4",2011
"984","Kawhi Leonard","SO","F","San Diego State","36","1172","380","91","51","21","76","89","557","0.444","0.478","0.291","0.759","15.5","10.6","2.5","1.4","0.6","26.5","6.8","9.1",2011
"985","Tony Snell","FR","G","New Mexico","34","595","65","30","6","6","29","37","148","0.364","0.4","0.345","0.735","4.4","1.9","0.9","0.2","0.2","9","1.2","1.7",2011
"986","Isaiah Canaan","SO","G","Murray State","32","900","61","76","34","3","64","58","375","0.416","0.432","0.403","0.744","11.7","1.9","2.4","1.1","0.1","17.1","3.3","1",2011
"987","Kenneth Faried","SR","F","Morehead State","35","1216","508","37","67","82","92","108","605","0.623","0.623","0","0.577","17.3","14.5","1.1","1.9","2.3","34.7","8.3","9.9",2011
"988","Allen Crabbe","FR","G","University of California","31","1049","165","61","29","14","46","48","414","0.446","0.49","0.4","0.804","13.4","5.3","2","0.9","0.5","18","3.4","6.8",2011
"989","Solomon Hill","SO","F","Arizona","38","957","179","66","32","7","64","86","303","0.486","0.524","0.354","0.78","8","4.7","1.7","0.8","0.2","16.3","3.3","7.6",2011
"990","Dwight Powell","FR","F","Stanford","31","756","160","30","24","28","44","93","252","0.471","0.5","0.28","0.683","8.1","5.2","1","0.8","0.9","16.7","2.5","5",2011
"991","Terrence Ross","FR","G","Washington","34","593","96","33","19","12","24","69","273","0.443","0.552","0.352","0.758","8","2.8","1","0.6","0.4","18.8","2.5","7",2011
"992","Isaiah Thomas","JR","G","Washington","35","1115","123","213","47","2","104","75","587","0.445","0.512","0.349","0.719","16.8","3.5","6.1","1.3","0.1","22.9","5.5","8.4",2011
"993","Klay Thompson","JR","G","Washington State","34","1179","178","127","56","32","115","99","733","0.436","0.466","0.398","0.838","21.6","5.2","3.7","1.6","0.9","26.1","5.8","10.1",2011
"994","Nikola Vucevic","JR","F","Southern California","34","1187","350","54","18","47","58","96","582","0.505","0.542","0.349","0.755","17.1","10.3","1.6","0.5","1.4","27.1","6.6","9.5",2011
"995","Derrick Williams","SO","F","Arizona","38","1141","314","43","37","26","100","106","741","0.595","0.601","0.568","0.746","19.5","8.3","1.1","1","0.7","32.8","7.9","11.8",2011
"996","Tobias Harris","FR","F","Tennessee","34","993","247","44","24","29","62","70","521","0.46","0.497","0.303","0.753","15.3","7.3","1.3","0.7","0.9","23.8","4.4","5.5",2011
"997","Terrence Jones","FR","F","Kentucky","38","1196","336","60","43","72","75","91","595","0.442","0.465","0.329","0.646","15.7","8.8","1.6","1.1","1.9","25.5","5.9","7.5",2011
"998","Brandon Knight","FR","G","Kentucky","38","1363","153","159","25","8","120","83","657","0.423","0.461","0.377","0.795","17.3","4","4.2","0.7","0.2","19.3","5.3","5.9",2011
"999","Darius Miller","JR","G","Kentucky","38","1178","173","66","32","43","57","100","414","0.478","0.503","0.443","0.853","10.9","4.6","1.7","0.8","1.1","18.4","4.9","9.2",2011
"1000","Chandler Parsons","SR","F","Florida","36","1229","279","136","34","15","81","67","407","0.48","0.544","0.368","0.557","11.3","7.8","3.8","0.9","0.4","19.7","5","9.5",2011
"1001","Marcus Thornton","FR","F","Georgia","32","300","62","13","11","19","23","28","48","0.353","0.372","0.25","0.417","1.5","1.9","0.4","0.3","0.6","9.2","0.3","2",2011
